Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Israel/SMC-7075847/2022	EPI_ISL_13355948	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.18% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7076223/2022	EPI_ISL_13355774	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075797/2022	EPI_ISL_13355811	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (40.76% of overall sequence). Gap of 9 nucleotides when compared to the reference WIV04 sequence. NSP9 without BLAST coverage.	alert	Unassigned	GR
hCoV-19/Israel/SMC-7076166/2022	EPI_ISL_13355807	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (29.64% of overall sequence). Gap of 27 nucleotides when compared to the reference WIV04 sequence. NSP9 without BLAST coverage. NS6 without BLAST coverage.	alert	Unassigned	GR
hCoV-19/Israel/SMC-7075924/2022	EPI_ISL_13355762	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7076175/2022	EPI_ISL_13355772	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075793/2022	EPI_ISL_13355810	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (40.51% of overall sequence). Gap of 33 nucleotides when compared to the reference WIV04 sequence. NS7b without BLAST coverage. NSP14 without BLAST coverage.	alert	Unassigned	GRA
hCoV-19/Israel/SMC-7075940/2022	EPI_ISL_13355763	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7076227/2022	EPI_ISL_13355775	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075948/2022	EPI_ISL_13355809	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (37.65% of overall sequence). Gap of 44 nucleotides when compared to the reference WIV04 sequence.	alert	Unassigned	GR
hCoV-19/Israel/SMC-7075966/2022	EPI_ISL_13355812	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (41.36% of overall sequence). Gap of 62 nucleotides when compared to the reference WIV04 sequence. NSP11 without BLAST coverage.	alert	Unassigned	GRA
hCoV-19/Israel/SMC-7075683/2022	EPI_ISL_13355863	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.18% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/Israel/SMC-7075713/2022	EPI_ISL_13355748	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7076163/2022	EPI_ISL_13355770	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075933/2022	EPI_ISL_13355816	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (5.36% of overall sequence). Gap of 44 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075769/2022	EPI_ISL_13355819	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (6.00% of overall sequence). Gap of 1 nucleotide(s) found at refpos 28254 (Frameshift confirmed by the submitter). Gap of 1 nucleotide(s) at refpos 28254 occurred >=100 times in >=10 locations. Gap of 60 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7076233/2022	EPI_ISL_13355776	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7076183/2022	EPI_ISL_13355773	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075710/2022	EPI_ISL_13355864	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.18% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075801/2022	EPI_ISL_13355817	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (5.60% of overall sequence). Insertion of 1 nucleotide(s) found at refpos 6696 (Frameshift confirmed by the submitter). Insertion of 1 nucleotide(s) at refpos 6696 occurred >=100 times in >=10 locations. Gap of 53 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2.3	GRA
hCoV-19/Israel/SMC-7075781/2022	EPI_ISL_13355861	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.17% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075703/2022	EPI_ISL_13355747	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075923/2022	EPI_ISL_13355818	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (5.69% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075673/2022	EPI_ISL_13355746	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075788/2022	EPI_ISL_13355862	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.17% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076172/2022	EPI_ISL_13355744	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 62 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Israel/SMC-7075720/2022	EPI_ISL_13355871	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.19% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/Israel/SMC-7075745/2022	EPI_ISL_13355872	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.19% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075926/2022	EPI_ISL_13355868	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.18% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075900/2022	EPI_ISL_13355866	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.18% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/Israel/SMC-7075775/2022	EPI_ISL_13355752	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075794/2022	EPI_ISL_13355867	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.18% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075748/2022	EPI_ISL_13355750	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075823/2022	EPI_ISL_13355754	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075914/2022	EPI_ISL_13355759	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075767/2022	EPI_ISL_13355745	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 65 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075841/2022	EPI_ISL_13355693	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075729/2022	EPI_ISL_13355851	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.14% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075824/2022	EPI_ISL_13355865	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.18% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/Israel/SMC-7075939/2022	EPI_ISL_13355870	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.18% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.31	GRA
hCoV-19/Israel/SMC-7075850/2022	EPI_ISL_13355757	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7076230/2022	EPI_ISL_13355721	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075742/2022	EPI_ISL_13355749	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075804/2022	EPI_ISL_13355753	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075921/2022	EPI_ISL_13355761	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7076306/2022	EPI_ISL_13355727	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075750/2022	EPI_ISL_13355751	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075962/2022	EPI_ISL_13355845	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.08% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7076247/2022	EPI_ISL_13355726	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075912/2022	EPI_ISL_13355758	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7076246/2022	EPI_ISL_13355849	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.13% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075910/2022	EPI_ISL_13355848	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.13% of overall sequence). Gap of 1 nucleotide(s) found at refpos 28254 (Frameshift confirmed by the submitter). Gap of 1 nucleotide(s) at refpos 28254 occurred >=100 times in >=10 locations. Gap of 60 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075848/2022	EPI_ISL_13355756	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075931/2022	EPI_ISL_13355702	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075916/2022	EPI_ISL_13355700	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075840/2022	EPI_ISL_13355755	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075918/2022	EPI_ISL_13355760	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075839/2022	EPI_ISL_13355842	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.04% of overall sequence). Gap of 74 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075721/2022	EPI_ISL_13355847	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.11% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075740/2022	EPI_ISL_13355850	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.14% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076226/2022	EPI_ISL_13355720	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076241/2022	EPI_ISL_13355724	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076231/2022	EPI_ISL_13355722	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076245/2022	EPI_ISL_13355725	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076239/2022	EPI_ISL_13355723	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075830/2022	EPI_ISL_13355690	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075796/2022	EPI_ISL_13355857	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.17% of overall sequence). Gap of 1 nucleotide(s) found at refpos 28254 (Frameshift confirmed by the submitter). Gap of 1 nucleotide(s) at refpos 28254 occurred >=100 times in >=10 locations. NS8_Q18stop results in 86.0% truncation of the protein sequence. Gap of 54 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/Israel/SMC-7075957/2022	EPI_ISL_13355824	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (6.99% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075786/2022	EPI_ISL_13355823	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (6.40% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075843/2022	EPI_ISL_13355694	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075774/2022	EPI_ISL_13355852	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.15% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7076169/2022	EPI_ISL_13355790	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 83 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075927/2022	EPI_ISL_13355789	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 80 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075907/2022	EPI_ISL_13355697	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075761/2022	EPI_ISL_13355859	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.17% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/Israel/SMC-7075669/2022	EPI_ISL_13355822	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (6.36% of overall sequence). Gap of 33 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075905/2022	EPI_ISL_13355696	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075822/2022	EPI_ISL_13355855	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.15% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076168/2022	EPI_ISL_13355858	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.17% of overall sequence). Gap of 107 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075951/2022	EPI_ISL_13355860	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.17% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/Israel/SMC-7075920/2022	EPI_ISL_13355701	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075935/2022	EPI_ISL_13355704	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075844/2022	EPI_ISL_13355784	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence. NSP11 without BLAST coverage.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075960/2022	EPI_ISL_13355707	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075712/2022	EPI_ISL_13355794	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (10.11% of overall sequence). Gap of 33 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075799/2022	EPI_ISL_13355831	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (8.32% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075757/2022	EPI_ISL_13355884	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.25% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/Israel/SMC-7076141/2022	EPI_ISL_13355828	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (7.64% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7076224/2022	EPI_ISL_13355719	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075988/2022	EPI_ISL_13355709	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076149/2022	EPI_ISL_13355829	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (8.15% of overall sequence). Gap of 1 nucleotide(s) found at refpos 28254 (Frameshift confirmed by the submitter). Gap of 1 nucleotide(s) at refpos 28254 occurred >=100 times in >=10 locations. NS8_Q18stop results in 86.0% truncation of the protein sequence. Gap of 54 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075821/2022	EPI_ISL_13355929	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.39% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075787/2022	EPI_ISL_13355933	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.56% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076162/2022	EPI_ISL_13355793	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Insertion of 9 nucleotides when compared to the reference WIV04 sequence. Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075759/2022	EPI_ISL_13355796	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (11.33% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GR
hCoV-19/Israel/SMC-7075963/2022	EPI_ISL_13355832	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (8.38% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7076222/2022	EPI_ISL_13355718	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7076174/2022	EPI_ISL_13355791	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Insertion of 2 nucleotide(s) found at refpos 29593 (Frameshift confirmed by the submitter). Insertion of 2 nucleotide(s) at refpos 29593 occurred >=100 times in >=10 locations. Gap of 68 nucleotides when compared to the reference WIV04 sequence.	info	BA.4	GRA
hCoV-19/Israel/SMC-7075777/2022	EPI_ISL_13355830	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (8.25% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7076144/2022	EPI_ISL_13355836	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (9.65% of overall sequence). Insertion of 1 nucleotide(s) found at refpos 4640 (Frameshift confirmed by the submitter). Gap of 27 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
